Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,Swept_AL_Into_FVG,1h_Bullish_Flip,Outcome,Entry,SL,TP,Swept_AH_Into_FVG,1h_Bearish_Flip
2000-10-05 12:00:00,39.5,1.4564,Yes,Short,,,Win,1.4564,1.4584,1.4524,1.0,1.0
2000-10-06 19:00:00,0.0,1.4447,Yes,Short,,,Loss,1.4447,1.4467,1.4407,1.0,1.0
2000-10-09 19:00:00,0.0,1.4492,Yes,Long,1.0,1.0,Win,1.4492,1.4472,1.4532,,
2000-10-19 18:00:00,50.0,1.4415,Yes,Short,,,Loss,1.4415,1.4435,1.4375,1.0,1.0
2000-10-19 19:00:00,25.0,1.443,Yes,Short,,,Loss,1.443,1.445,1.439,1.0,1.0
2000-10-23 20:00:00,50.0,1.4579,Yes,Long,1.0,1.0,Loss,1.4579,1.4559,1.4619,,
2000-10-23 21:00:00,50.0,1.4523,Yes,Long,1.0,1.0,Loss,1.4523,1.4503,1.4563,,
2000-10-30 09:00:00,50.0,1.4542,Yes,Short,,,Loss,1.4542,1.4562,1.4502,1.0,1.0
2000-11-01 11:00:00,25.0,1.448,Yes,Long,1.0,1.0,Loss,1.448,1.446,1.452,,
2000-11-01 12:00:00,25.0,1.4455,Yes,Long,1.0,1.0,Loss,1.4455,1.4435,1.4495,,
2000-11-03 09:00:00,25.0,1.4449,Yes,Long,1.0,1.0,Loss,1.4449,1.4429,1.4489,,
2000-11-03 10:00:00,25.0,1.4435,Yes,Long,1.0,1.0,Win,1.4435,1.4415,1.4475,,
2000-11-08 01:00:00,0.0,1.433,Yes,Short,,,Loss,1.433,1.435,1.429,1.0,1.0
2000-11-15 12:00:00,50.0,1.4291,Yes,Short,,,Win,1.4291,1.4311,1.4251,1.0,1.0
2000-11-21 12:00:00,25.0,1.4228,Yes,Short,,,Win,1.4228,1.4248,1.4188,1.0,1.0
2000-11-22 13:00:00,25.0,1.4161,Yes,Short,,,Win,1.4161,1.4181,1.4121,1.0,1.0
2000-11-24 12:00:00,0.0,1.401,Yes,Short,,,Loss,1.401,1.403,1.397,1.0,1.0
2000-11-30 20:00:00,50.0,1.4254,Yes,Long,1.0,1.0,Win,1.4254,1.4234,1.4294,,
2000-12-05 12:00:00,57.0,1.446,Yes,Short,,,Loss,1.446,1.448,1.442,1.0,1.0
2000-12-05 13:00:00,57.0,1.4466,Yes,Short,,,Win,1.4466,1.4486,1.4426,1.0,1.0
2000-12-07 13:00:00,91.9,1.4484,Yes,Long,1.0,1.0,Loss,1.4484,1.4464,1.4524,,
2000-12-12 12:00:00,84.9,1.4531,Yes,Short,,,Win,1.4531,1.4551,1.4491,1.0,1.0
2000-12-20 17:00:00,37.4,1.4741,Yes,Long,1.0,1.0,Win,1.4741,1.4721,1.4781,,
2000-12-21 14:00:00,85.6,1.4785,Yes,Long,1.0,1.0,Win,1.4785,1.4765,1.4825,,
2000-12-29 12:00:00,80.0,1.4881,Yes,Short,,,Loss,1.4881,1.4901,1.4841,1.0,1.0
2000-12-29 13:00:00,80.0,1.4922,Yes,Short,,,Loss,1.4922,1.4942,1.4882,1.0,1.0
2001-01-04 13:00:00,64.3,1.4969,Yes,Short,,,Win,1.4969,1.4989,1.4929,1.0,1.0
2001-01-10 16:00:00,26.8,1.4909,Yes,Short,,,Loss,1.4909,1.4929,1.4869,1.0,1.0
2001-01-10 18:00:00,26.2,1.4914,Yes,Short,,,Win,1.4914,1.4934,1.4874,1.0,1.0
2001-01-26 22:00:00,25.0,1.462,Yes,Long,1.0,1.0,Loss,1.462,1.46,1.466,,
2001-01-30 14:00:00,25.0,1.4604,Yes,Long,1.0,1.0,Loss,1.4604,1.4584,1.4644,,
2001-01-31 22:00:00,0.0,1.4645,Yes,Long,1.0,1.0,Win,1.4645,1.4625,1.4685,,
2001-02-07 21:00:00,15.6,1.4559,Yes,Short,,,Win,1.4559,1.4579,1.4519,1.0,1.0
2001-02-08 13:00:00,3.2,1.4501,Yes,Short,,,Loss,1.4501,1.4521,1.4461,1.0,1.0
2001-02-08 14:00:00,1.7,1.4515,Yes,Short,,,Win,1.4515,1.4535,1.4475,1.0,1.0
2001-02-13 12:00:00,25.0,1.4564,Yes,Long,1.0,1.0,Loss,1.4564,1.4544,1.4604,,
2001-02-13 20:00:00,25.0,1.4535,Yes,Long,1.0,1.0,Loss,1.4535,1.4515,1.4575,,
2001-02-14 10:00:00,50.0,1.4533,Yes,Long,1.0,1.0,Win,1.4533,1.4513,1.4573,,
2001-02-19 17:00:00,25.0,1.4461,Yes,Short,,,Loss,1.4461,1.4481,1.4421,1.0,1.0
2001-02-23 09:00:00,50.0,1.4466,Yes,Short,,,Win,1.4466,1.4486,1.4426,1.0,1.0
2001-02-27 13:00:00,25.0,1.4443,Yes,Short,,,Win,1.4443,1.4463,1.4403,1.0,1.0
2001-03-09 13:00:00,29.4,1.4655,Yes,Long,1.0,1.0,Loss,1.4655,1.4635,1.4695,,
2001-03-15 10:00:00,0.0,1.447,Yes,Short,,,Loss,1.447,1.449,1.443,1.0,1.0
2001-03-15 11:00:00,0.0,1.4472,Yes,Short,,,Win,1.4472,1.4492,1.4432,1.0,1.0
2001-03-28 18:00:00,50.0,1.4364,Yes,Long,1.0,1.0,Loss,1.4364,1.4344,1.4404,,
2001-04-02 20:00:00,25.0,1.4186,Yes,Short,,,Loss,1.4186,1.4206,1.4146,1.0,1.0
2001-04-04 13:00:00,25.0,1.435,Yes,Long,1.0,1.0,Loss,1.435,1.433,1.439,,
2001-04-04 14:00:00,25.0,1.432,Yes,Long,1.0,1.0,Win,1.432,1.43,1.436,,
2001-04-11 16:00:00,38.5,1.429,Yes,Short,,,Loss,1.429,1.431,1.425,1.0,1.0
2001-04-18 20:00:00,25.0,1.4318,Yes,Short,,,Win,1.4318,1.4338,1.4278,1.0,1.0
2001-05-03 12:00:00,25.0,1.4335,Yes,Short,,,Loss,1.4335,1.4355,1.4295,1.0,1.0
2001-05-03 18:00:00,25.0,1.4331,Yes,Short,,,Loss,1.4331,1.4351,1.4291,1.0,1.0
2001-05-04 16:00:00,50.0,1.4424,Yes,Long,1.0,1.0,Loss,1.4424,1.4404,1.4464,,
2001-05-04 17:00:00,50.0,1.4402,Yes,Long,1.0,1.0,Loss,1.4402,1.4382,1.4442,,
2001-05-10 16:00:00,0.0,1.4199,Yes,Short,,,Loss,1.4199,1.4219,1.4159,1.0,1.0
2001-05-10 18:00:00,0.0,1.4228,Yes,Short,,,Win,1.4228,1.4248,1.4188,1.0,1.0
2001-05-15 01:00:00,25.0,1.4192,Yes,Short,,,Loss,1.4192,1.4212,1.4152,1.0,1.0
2001-05-29 14:00:00,25.0,1.4192,Yes,Long,1.0,1.0,Loss,1.4192,1.4172,1.4232,,
2001-05-29 16:00:00,25.0,1.4177,Yes,Long,1.0,1.0,Win,1.4177,1.4157,1.4217,,
2001-05-30 16:00:00,25.0,1.4232,Yes,Long,1.0,1.0,Win,1.4232,1.4212,1.4272,,
2001-06-06 10:00:00,25.0,1.412,Yes,Short,,,Win,1.412,1.414,1.408,1.0,1.0
2001-06-12 22:00:00,0.0,1.3737,Yes,Short,,,Loss,1.3737,1.3757,1.3697,1.0,1.0
2001-06-13 00:00:00,0.0,1.3742,Yes,Short,,,Loss,1.3742,1.3762,1.3702,1.0,1.0
2001-06-15 12:00:00,50.0,1.4038,Yes,Long,1.0,1.0,Win,1.4038,1.4018,1.4078,,
2001-06-26 17:00:00,57.3,1.4159,Yes,Long,1.0,1.0,Loss,1.4159,1.4139,1.4199,,
2001-06-27 19:00:00,31.0,1.4189,Yes,Long,1.0,1.0,Loss,1.4189,1.4169,1.4229,,
2001-07-03 11:00:00,65.5,1.4133,Yes,Short,,,Win,1.4133,1.4153,1.4093,1.0,1.0
2001-07-12 10:00:00,25.0,1.4074,Yes,Short,,,Loss,1.4074,1.4094,1.4034,1.0,1.0
2001-07-12 11:00:00,25.0,1.4087,Yes,Short,,,Win,1.4087,1.4107,1.4047,1.0,1.0
2001-07-19 10:00:00,25.0,1.4193,Yes,Long,1.0,1.0,Loss,1.4193,1.4173,1.4233,,
2001-07-19 20:00:00,25.0,1.4278,Yes,Long,1.0,1.0,Win,1.4278,1.4258,1.4318,,
2001-07-20 14:00:00,51.0,1.4316,Yes,Long,1.0,1.0,Win,1.4316,1.4296,1.4356,,
2001-08-03 11:00:00,66.3,1.4314,Yes,Short,,,Win,1.4314,1.4334,1.4274,1.0,1.0
2001-08-10 18:00:00,50.0,1.427,Yes,Long,1.0,1.0,Loss,1.427,1.425,1.431,,
2001-08-10 19:00:00,50.0,1.4279,Yes,Long,1.0,1.0,Loss,1.4279,1.4259,1.4319,,
2001-08-17 13:00:00,71.6,1.4449,Yes,Long,1.0,1.0,Loss,1.4449,1.4429,1.4489,,
2001-08-17 17:00:00,74.7,1.4431,Yes,Long,1.0,1.0,Loss,1.4431,1.4411,1.4471,,
2001-09-06 19:00:00,35.3,1.4564,Yes,Long,1.0,1.0,Loss,1.4564,1.4544,1.4604,,
2001-09-07 16:00:00,62.1,1.4614,Yes,Long,1.0,1.0,Win,1.4614,1.4594,1.4654,,
2001-09-20 12:00:00,63.7,1.4657,Yes,Long,1.0,1.0,Loss,1.4657,1.4637,1.4697,,
2001-09-20 23:00:00,58.3,1.4676,Yes,Long,1.0,1.0,Loss,1.4676,1.4656,1.4716,,
2001-09-24 11:00:00,0.0,1.4546,Yes,Long,1.0,1.0,Win,1.4546,1.4526,1.4586,,
2001-10-10 11:00:00,0.0,1.4579,Yes,Short,,,Win,1.4579,1.4599,1.4539,1.0,1.0
2001-10-16 18:00:00,25.0,1.4477,Yes,Long,1.0,1.0,Loss,1.4477,1.4457,1.4517,,
2001-10-17 18:00:00,25.0,1.4516,Yes,Long,1.0,1.0,Loss,1.4516,1.4496,1.4556,,
2001-10-22 11:00:00,25.0,1.4324,Yes,Short,,,Win,1.4324,1.4344,1.4284,1.0,1.0
2001-10-24 19:00:00,0.0,1.4266,Yes,Long,1.0,1.0,Win,1.4266,1.4246,1.4306,,
2001-10-31 19:00:00,26.6,1.4571,Yes,Long,1.0,1.0,Loss,1.4571,1.4551,1.4611,,
2001-11-05 16:00:00,65.8,1.4579,Yes,Long,1.0,1.0,Loss,1.4579,1.4559,1.4619,,
2001-11-05 17:00:00,65.8,1.4569,Yes,Long,1.0,1.0,Win,1.4569,1.4549,1.4609,,
2001-11-12 12:00:00,57.9,1.455,Yes,Short,,,Loss,1.455,1.457,1.451,1.0,1.0
2001-11-12 16:00:00,55.3,1.4587,Yes,Short,,,Win,1.4587,1.4607,1.4547,1.0,1.0
2001-11-21 17:00:00,25.0,1.4136,Yes,Short,,,Loss,1.4136,1.4156,1.4096,1.0,1.0
2001-11-26 16:00:00,25.0,1.4147,Yes,Short,,,Win,1.4147,1.4167,1.4107,1.0,1.0
2001-12-03 11:00:00,42.3,1.4223,Yes,Short,,,Loss,1.4223,1.4243,1.4183,1.0,1.0
2001-12-05 17:00:00,49.1,1.4177,Yes,Short,,,Loss,1.4177,1.4197,1.4137,1.0,1.0
2001-12-10 17:00:00,25.1,1.4349,Yes,Long,1.0,1.0,Loss,1.4349,1.4329,1.4389,,
2001-12-19 11:00:00,95.4,1.4506,Yes,Short,,,Loss,1.4506,1.4526,1.4466,1.0,1.0
2001-12-31 13:00:00,25.0,1.4514,Yes,Short,,,Loss,1.4514,1.4534,1.4474,1.0,1.0
2001-12-31 14:00:00,25.0,1.4507,Yes,Short,,,Loss,1.4507,1.4527,1.4467,1.0,1.0
2002-01-07 11:00:00,32.0,1.4429,Yes,Short,,,Win,1.4429,1.4449,1.4389,1.0,1.0
2002-02-22 11:00:00,32.7,1.427,Yes,Long,1.0,1.0,Win,1.427,1.425,1.431,,
2002-03-04 10:00:00,25.0,1.4187,Yes,Long,1.0,1.0,Loss,1.4187,1.4167,1.4227,,
2002-03-04 15:00:00,25.0,1.4196,Yes,Long,1.0,1.0,Win,1.4196,1.4176,1.4236,,
2002-03-05 11:00:00,25.0,1.4237,Yes,Long,1.0,1.0,Loss,1.4237,1.4217,1.4277,,
2002-03-05 12:00:00,25.0,1.4216,Yes,Long,1.0,1.0,Loss,1.4216,1.4196,1.4256,,
2002-03-06 15:00:00,50.0,1.424,Yes,Long,1.0,1.0,Loss,1.424,1.422,1.428,,
2002-03-11 09:00:00,27.9,1.421,Yes,Short,,,Loss,1.421,1.423,1.417,1.0,1.0
2002-03-11 19:00:00,33.9,1.419,Yes,Short,,,Loss,1.419,1.421,1.415,1.0,1.0
2002-03-25 17:00:00,60.4,1.426,Yes,Short,,,Loss,1.426,1.428,1.422,1.0,1.0
2002-03-26 16:00:00,61.3,1.4277,Yes,Long,1.0,1.0,Loss,1.4277,1.4257,1.4317,,
2002-03-26 18:00:00,60.2,1.4274,Yes,Long,1.0,1.0,Loss,1.4274,1.4254,1.4314,,
2002-04-02 19:00:00,60.3,1.4362,Yes,Long,1.0,1.0,Loss,1.4362,1.4342,1.4402,,
2002-04-08 19:00:00,52.3,1.4315,Yes,Short,,,Loss,1.4315,1.4335,1.4275,1.0,1.0
2002-04-30 00:00:00,61.7,1.4596,Yes,Long,1.0,1.0,Loss,1.4596,1.4576,1.4636,,
2002-05-01 18:00:00,36.9,1.4622,Yes,Long,1.0,1.0,Win,1.4622,1.4602,1.4662,,
2002-05-06 23:00:00,70.0,1.4693,Yes,Long,1.0,1.0,Loss,1.4693,1.4673,1.4733,,
2002-05-21 21:00:00,0.0,1.4609,Yes,Long,1.0,1.0,Loss,1.4609,1.4589,1.4649,,
2002-05-29 09:00:00,50.0,1.4589,Yes,Long,1.0,1.0,Win,1.4589,1.4569,1.4629,,
2002-06-05 21:00:00,41.8,1.46,Yes,Long,1.0,1.0,Loss,1.46,1.458,1.464,,
2002-06-18 09:00:00,61.4,1.4795,Yes,Long,1.0,1.0,Win,1.4795,1.4775,1.4835,,
2002-07-02 00:00:00,94.6,1.5331,Yes,Long,1.0,1.0,Loss,1.5331,1.5311,1.5371,,
2002-07-02 16:00:00,69.1,1.5299,Yes,Long,1.0,1.0,Win,1.5299,1.5279,1.5339,,
2002-07-17 12:00:00,94.0,1.5697,Yes,Long,1.0,1.0,Loss,1.5697,1.5677,1.5737,,
2002-07-17 19:00:00,69.1,1.569,Yes,Long,1.0,1.0,Win,1.569,1.567,1.573,,
2002-07-18 10:00:00,44.4,1.5681,Yes,Long,1.0,1.0,Loss,1.5681,1.5661,1.5721,,
2002-07-29 13:00:00,25.9,1.5631,Yes,Short,,,Loss,1.5631,1.5651,1.5591,1.0,1.0
2002-07-30 13:00:00,0.0,1.5648,Yes,Long,1.0,1.0,Loss,1.5648,1.5628,1.5688,,
2002-07-30 14:00:00,0.0,1.5629,Yes,Long,1.0,1.0,Win,1.5629,1.5609,1.5669,,
2002-08-09 10:00:00,0.0,1.5292,Yes,Short,,,Loss,1.5292,1.5312,1.5252,1.0,1.0
2002-08-09 11:00:00,0.0,1.5293,Yes,Short,,,Loss,1.5293,1.5313,1.5253,1.0,1.0
2002-08-26 18:00:00,25.0,1.524,Yes,Long,1.0,1.0,Loss,1.524,1.522,1.528,,
2002-09-11 17:00:00,19.0,1.5493,Yes,Short,,,Loss,1.5493,1.5513,1.5453,1.0,1.0
2002-09-18 09:00:00,25.0,1.5399,Yes,Long,1.0,1.0,Loss,1.5399,1.5379,1.5439,,
2002-09-18 10:00:00,25.0,1.5378,Yes,Long,1.0,1.0,Loss,1.5378,1.5358,1.5418,,
2002-09-23 12:00:00,25.0,1.5575,Yes,Short,,,Win,1.5575,1.5595,1.5535,1.0,1.0
2002-09-27 20:00:00,29.7,1.5583,Yes,Long,1.0,1.0,Win,1.5583,1.5563,1.5623,,
2002-10-10 15:00:00,0.0,1.5639,Yes,Long,1.0,1.0,Loss,1.5639,1.5619,1.5679,,
2002-10-10 20:00:00,0.0,1.5664,Yes,Long,1.0,1.0,Loss,1.5664,1.5644,1.5704,,
2002-10-17 12:00:00,25.0,1.5539,Yes,Short,,,Loss,1.5539,1.5559,1.5499,1.0,1.0
2002-10-17 18:00:00,25.0,1.5521,Yes,Short,,,Win,1.5521,1.5541,1.5481,1.0,1.0
2002-11-07 10:00:00,46.9,1.5672,Yes,Long,1.0,1.0,Loss,1.5672,1.5652,1.5712,,
2002-11-07 11:00:00,46.9,1.5648,Yes,Long,1.0,1.0,Win,1.5648,1.5628,1.5688,,
2002-11-19 10:00:00,36.8,1.5863,Yes,Short,,,Loss,1.5863,1.5883,1.5823,1.0,1.0
2002-11-19 11:00:00,36.8,1.5877,Yes,Short,,,Loss,1.5877,1.5897,1.5837,1.0,1.0
2002-11-22 18:00:00,25.0,1.5781,Yes,Long,1.0,1.0,Loss,1.5781,1.5761,1.5821,,
2002-11-29 09:00:00,25.0,1.5489,Yes,Short,,,Loss,1.5489,1.5509,1.5449,1.0,1.0
2002-11-29 10:00:00,25.0,1.5496,Yes,Short,,,Loss,1.5496,1.5516,1.5456,1.0,1.0
2002-12-02 21:00:00,50.0,1.5585,Yes,Long,1.0,1.0,Loss,1.5585,1.5565,1.5625,,
2002-12-09 20:00:00,81.5,1.5795,Yes,Long,1.0,1.0,Win,1.5795,1.5775,1.5835,,
2002-12-12 11:00:00,62.3,1.5786,Yes,Long,1.0,1.0,Loss,1.5786,1.5766,1.5826,,
2002-12-12 16:00:00,61.8,1.5751,Yes,Long,1.0,1.0,Win,1.5751,1.5731,1.5791,,
2002-12-26 15:00:00,36.0,1.5967,Yes,Long,1.0,1.0,Win,1.5967,1.5947,1.6007,,
2003-01-22 18:00:00,30.5,1.6171,Yes,Long,1.0,1.0,Win,1.6171,1.6151,1.6211,,
2003-01-30 17:00:00,93.7,1.6473,Yes,Long,1.0,1.0,Win,1.6473,1.6453,1.6513,,
2003-01-31 09:00:00,70.2,1.6559,Yes,Long,1.0,1.0,Loss,1.6559,1.6539,1.6599,,
2003-01-31 11:00:00,71.0,1.653,Yes,Long,1.0,1.0,Loss,1.653,1.651,1.657,,
2003-02-06 14:00:00,49.6,1.6383,Yes,Short,,,Loss,1.6383,1.6403,1.6343,1.0,1.0
2003-02-06 15:00:00,49.6,1.6406,Yes,Short,,,Win,1.6406,1.6426,1.6366,1.0,1.0
2003-02-12 11:00:00,0.0,1.6214,Yes,Short,,,Win,1.6214,1.6234,1.6174,1.0,1.0
2003-02-21 18:00:00,0.0,1.5872,Yes,Short,,,Win,1.5872,1.5892,1.5832,1.0,1.0
2003-02-28 14:00:00,25.0,1.5761,Yes,Long,1.0,1.0,Loss,1.5761,1.5741,1.5801,,
2003-04-08 23:00:00,0.0,1.5552,Yes,Long,1.0,1.0,Win,1.5552,1.5532,1.5592,,
2003-04-09 16:00:00,25.0,1.5569,Yes,Long,1.0,1.0,Loss,1.5569,1.5549,1.5609,,
2003-04-09 17:00:00,25.0,1.5566,Yes,Long,1.0,1.0,Loss,1.5566,1.5546,1.5606,,
2003-04-10 17:00:00,50.0,1.5691,Yes,Long,1.0,1.0,Win,1.5691,1.5671,1.5731,,
2003-04-23 14:00:00,29.9,1.5787,Yes,Long,1.0,1.0,Win,1.5787,1.5767,1.5827,,
2003-04-25 12:00:00,65.0,1.588,Yes,Short,,,Loss,1.588,1.59,1.584,1.0,1.0
2003-04-25 13:00:00,65.0,1.5916,Yes,Short,,,Win,1.5916,1.5936,1.5876,1.0,1.0
2003-05-14 11:00:00,27.0,1.6114,Yes,Long,1.0,1.0,Loss,1.6114,1.6094,1.6154,,
2003-05-14 12:00:00,27.0,1.6088,Yes,Long,1.0,1.0,Win,1.6088,1.6068,1.6128,,
2003-05-28 11:00:00,59.9,1.6376,Yes,Long,1.0,1.0,Loss,1.6376,1.6356,1.6416,,
2003-06-09 12:00:00,56.2,1.6491,Yes,Short,,,Loss,1.6491,1.6511,1.6451,1.0,1.0
2003-06-09 13:00:00,56.2,1.65,Yes,Short,,,Loss,1.65,1.652,1.646,1.0,1.0
2003-06-13 10:00:00,82.0,1.6694,Yes,Short,,,Loss,1.6694,1.6714,1.6654,1.0,1.0
2003-06-13 11:00:00,84.1,1.6709,Yes,Short,,,Loss,1.6709,1.6729,1.6669,1.0,1.0
2003-06-16 11:00:00,35.6,1.6785,Yes,Long,1.0,1.0,Loss,1.6785,1.6765,1.6825,,
2003-06-16 12:00:00,35.6,1.6771,Yes,Long,1.0,1.0,Win,1.6771,1.6751,1.6811,,
2003-06-17 18:00:00,86.9,1.689,Yes,Long,1.0,1.0,Loss,1.689,1.687,1.693,,
2003-06-17 19:00:00,86.6,1.6842,Yes,Long,1.0,1.0,Loss,1.6842,1.6822,1.6882,,
2003-06-30 19:00:00,0.0,1.6531,Yes,Long,1.0,1.0,Win,1.6531,1.6511,1.6571,,
2003-07-01 13:00:00,25.0,1.6589,Yes,Long,1.0,1.0,Loss,1.6589,1.6569,1.6629,,
2003-07-03 16:00:00,50.0,1.6722,Yes,Long,1.0,1.0,Loss,1.6722,1.6702,1.6762,,
2003-07-04 10:00:00,50.0,1.6688,Yes,Long,1.0,1.0,Loss,1.6688,1.6668,1.6728,,
2003-07-04 18:00:00,50.0,1.6677,Yes,Long,1.0,1.0,Loss,1.6677,1.6657,1.6717,,
2003-07-10 15:00:00,25.0,1.6273,Yes,Short,,,Win,1.6273,1.6293,1.6233,1.0,1.0
2003-07-15 09:00:00,0.0,1.6137,Yes,Short,,,Win,1.6137,1.6157,1.6097,1.0,1.0
2003-07-17 11:00:00,0.0,1.5955,Yes,Short,,,Loss,1.5955,1.5975,1.5915,1.0,1.0
2003-07-18 15:00:00,0.0,1.5891,Yes,Long,1.0,1.0,Loss,1.5891,1.5871,1.5931,,
2003-07-25 18:00:00,50.0,1.6228,Yes,Long,1.0,1.0,Loss,1.6228,1.6208,1.6268,,
2003-08-05 23:00:00,0.0,1.6126,Yes,Long,1.0,1.0,Win,1.6126,1.6106,1.6166,,
2003-08-14 15:00:00,50.0,1.6071,Yes,Short,,,Win,1.6071,1.6091,1.6031,1.0,1.0
2003-08-15 15:00:00,25.0,1.5997,Yes,Short,,,Win,1.5997,1.6017,1.5957,1.0,1.0
2003-09-05 17:00:00,51.3,1.5876,Yes,Long,1.0,1.0,Loss,1.5876,1.5856,1.5916,,
2003-09-05 18:00:00,51.3,1.5857,Yes,Long,1.0,1.0,Win,1.5857,1.5837,1.5897,,
2003-09-10 16:00:00,47.7,1.5935,Yes,Long,1.0,1.0,Loss,1.5935,1.5915,1.5975,,
2003-09-12 16:00:00,87.0,1.601,Yes,Long,1.0,1.0,Win,1.601,1.599,1.605,,
2003-09-26 22:00:00,93.2,1.6578,Yes,Short,,,Loss,1.6578,1.6598,1.6538,1.0,1.0
2003-10-01 14:00:00,89.2,1.6581,Yes,Short,,,Loss,1.6581,1.6601,1.6541,1.0,1.0
2003-10-06 10:00:00,40.1,1.6621,Yes,Long,1.0,1.0,Win,1.6621,1.6601,1.6661,,
2003-10-08 13:00:00,62.0,1.6628,Yes,Short,,,Loss,1.6628,1.6648,1.6588,1.0,1.0
2003-10-09 15:00:00,33.2,1.6627,Yes,Short,,,Win,1.6627,1.6647,1.6587,1.0,1.0
2003-10-10 16:00:00,31.8,1.6696,Yes,Long,1.0,1.0,Loss,1.6696,1.6676,1.6736,,
2003-10-10 18:00:00,31.8,1.6671,Yes,Long,1.0,1.0,Loss,1.6671,1.6651,1.6711,,
2003-10-13 11:00:00,52.8,1.6612,Yes,Short,,,Win,1.6612,1.6632,1.6572,1.0,1.0
2003-10-17 10:00:00,58.0,1.676,Yes,Long,1.0,1.0,Loss,1.676,1.674,1.68,,
2003-10-17 11:00:00,57.9,1.6725,Yes,Long,1.0,1.0,Loss,1.6725,1.6705,1.6765,,
2003-10-23 19:00:00,83.2,1.6946,Yes,Long,1.0,1.0,Loss,1.6946,1.6926,1.6986,,
2003-10-23 20:00:00,83.2,1.6935,Yes,Long,1.0,1.0,Win,1.6935,1.6915,1.6975,,
2003-10-24 17:00:00,87.0,1.6981,Yes,Long,1.0,1.0,Loss,1.6981,1.6961,1.7021,,
2003-10-27 12:00:00,64.0,1.6974,Yes,Long,1.0,1.0,Loss,1.6974,1.6954,1.7014,,
2003-11-03 10:00:00,27.5,1.6927,Yes,Short,,,Loss,1.6927,1.6947,1.6887,1.0,1.0
2003-11-03 11:00:00,27.5,1.6952,Yes,Short,,,Loss,1.6952,1.6972,1.6912,1.0,1.0
2003-11-07 17:00:00,0.0,1.6699,Yes,Long,1.0,1.0,Win,1.6699,1.6679,1.6739,,
2003-11-14 23:00:00,50.0,1.6881,Yes,Long,1.0,1.0,Win,1.6881,1.6861,1.6921,,
2003-11-18 13:00:00,65.7,1.6884,Yes,Long,1.0,1.0,Loss,1.6884,1.6864,1.6924,,
2003-11-18 17:00:00,67.9,1.6994,Yes,Long,1.0,1.0,Loss,1.6994,1.6974,1.7034,,
2003-11-19 11:00:00,58.6,1.6977,Yes,Long,1.0,1.0,Loss,1.6977,1.6957,1.7017,,
2003-11-20 18:00:00,68.7,1.702,Yes,Short,,,Loss,1.702,1.704,1.698,1.0,1.0
2003-11-20 19:00:00,68.7,1.7022,Yes,Short,,,Loss,1.7022,1.7042,1.6982,1.0,1.0
2003-11-24 15:00:00,70.2,1.6994,Yes,Long,1.0,1.0,Loss,1.6994,1.6974,1.7034,,
2003-11-24 17:00:00,70.2,1.6957,Yes,Long,1.0,1.0,Win,1.6957,1.6937,1.6997,,
2003-11-27 12:00:00,78.6,1.7137,Yes,Long,1.0,1.0,Win,1.7137,1.7117,1.7177,,
2003-12-03 10:00:00,62.5,1.7285,Yes,Long,1.0,1.0,Loss,1.7285,1.7265,1.7325,,
2003-12-04 15:00:00,65.3,1.7275,Yes,Short,,,Win,1.7275,1.7295,1.7235,1.0,1.0
2003-12-12 15:00:00,87.5,1.7466,Yes,Short,,,Loss,1.7466,1.7486,1.7426,1.0,1.0
2003-12-17 15:00:00,90.9,1.7567,Yes,Long,1.0,1.0,Win,1.7567,1.7547,1.7607,,
2003-12-18 13:00:00,91.1,1.7679,Yes,Long,1.0,1.0,Loss,1.7679,1.7659,1.7719,,
2003-12-18 14:00:00,91.0,1.7665,Yes,Long,1.0,1.0,Loss,1.7665,1.7645,1.7705,,
2003-12-22 10:00:00,64.9,1.7629,Yes,Long,1.0,1.0,Win,1.7629,1.7609,1.7669,,
2003-12-23 21:00:00,38.1,1.7635,Yes,Short,,,Loss,1.7635,1.7655,1.7595,1.0,1.0
2003-12-26 17:00:00,62.4,1.776,Yes,Long,1.0,1.0,Loss,1.776,1.774,1.78,,
2003-12-26 18:00:00,62.0,1.7733,Yes,Long,1.0,1.0,Loss,1.7733,1.7713,1.7773,,
2004-01-07 10:00:00,64.1,1.8144,Yes,Long,1.0,1.0,Win,1.8144,1.8124,1.8184,,
2004-01-08 15:00:00,68.8,1.8319,Yes,Long,1.0,1.0,Loss,1.8319,1.8299,1.8359,,
2004-01-08 16:00:00,68.8,1.8295,Yes,Long,1.0,1.0,Win,1.8295,1.8275,1.8335,,
2004-01-30 15:00:00,7.1,1.8205,Yes,Long,1.0,1.0,Loss,1.8205,1.8185,1.8245,,
2004-01-30 16:00:00,7.1,1.8176,Yes,Long,1.0,1.0,Loss,1.8176,1.8156,1.8216,,
2004-02-11 18:00:00,93.6,1.8853,Yes,Long,1.0,1.0,Loss,1.8853,1.8833,1.8893,,
2004-02-11 19:00:00,93.6,1.8822,Yes,Long,1.0,1.0,Win,1.8822,1.8802,1.8862,,
2004-02-13 00:00:00,94.4,1.8944,Yes,Long,1.0,1.0,Loss,1.8944,1.8924,1.8984,,
2004-02-13 17:00:00,94.9,1.8881,Yes,Long,1.0,1.0,Loss,1.8881,1.8861,1.8921,,
2004-02-13 18:00:00,95.3,1.8833,Yes,Long,1.0,1.0,Win,1.8833,1.8813,1.8873,,
