Datetime_Kyiv,Direction,Entry_Price,NY_Cont_Short,Outcome,Hold_Bars,NY_Cont_Long
2022-02-04 16:00:00,Short,1.353,1.0,Loss,6,
2022-02-24 16:00:00,Short,1.33314,1.0,Loss,6,
2022-03-02 16:00:00,Long,1.33374,,Win,6,1.0
2022-03-04 16:00:00,Short,1.32205,1.0,Loss,6,
2022-03-17 16:00:00,Short,1.31223,1.0,Loss,6,
2022-03-22 16:00:00,Long,1.32507,,Win,6,1.0
2022-03-23 16:00:00,Short,1.31951,1.0,Loss,6,
2022-04-22 16:00:00,Short,1.28804,1.0,Win,6,
2022-04-25 16:00:00,Short,1.27367,1.0,Win,6,
2022-04-26 16:00:00,Short,1.26801,1.0,Win,6,
2022-04-28 16:00:00,Short,1.24303,1.0,Loss,6,
2022-05-05 16:00:00,Short,1.23888,1.0,Win,6,
2022-05-09 16:00:00,Long,1.23896,,Loss,6,1.0
2022-05-17 16:00:00,Long,1.24882,,Loss,6,1.0
2022-05-18 16:00:00,Short,1.24191,1.0,Win,6,
2022-05-24 16:00:00,Short,1.24914,1.0,Loss,6,
2022-06-02 16:00:00,Long,1.25548,,Win,6,1.0
2022-06-06 16:00:00,Long,1.2556,,Loss,6,1.0
2022-06-10 16:00:00,Short,1.23829,1.0,Win,6,
2022-06-13 16:00:00,Short,1.21946,1.0,Win,6,
2022-06-14 16:00:00,Short,1.20767,1.0,Win,6,
2022-06-15 16:00:00,Long,1.20634,,Win,6,1.0
2022-07-01 16:00:00,Short,1.20069,1.0,Loss,6,
2022-07-05 16:00:00,Short,1.1969,1.0,Win,6,
2022-07-18 16:00:00,Long,1.19791,,Loss,6,1.0
2022-07-21 16:00:00,Short,1.19844,1.0,Win,6,
2022-07-25 16:00:00,Long,1.20703,,Loss,6,1.0
2022-07-26 16:00:00,Short,1.20022,1.0,Loss,6,
2022-08-19 16:00:00,Short,1.18471,1.0,Win,6,
2022-08-31 16:00:00,Short,1.16371,1.0,Win,6,
2022-09-22 16:00:00,Long,1.13354,,Loss,6,1.0
2022-09-23 16:00:00,Short,1.10603,1.0,Win,6,
2022-09-26 16:00:00,Long,1.08796,,Loss,6,1.0
2022-09-28 16:00:00,Short,1.06719,1.0,Loss,6,
2022-10-13 16:00:00,Long,1.12158,,Win,6,1.0
2022-10-26 16:00:00,Long,1.15541,,Win,6,1.0
2022-10-31 16:00:00,Short,1.14989,1.0,Win,6,
2022-11-03 16:00:00,Short,1.12224,1.0,Win,6,
2022-11-07 16:00:00,Long,1.14507,,Win,6,1.0
2022-11-09 16:00:00,Short,1.13922,1.0,Win,6,
2022-11-10 16:00:00,Long,1.16575,,Win,6,1.0
2022-11-15 16:00:00,Long,1.19228,,Loss,6,1.0
2022-11-17 16:00:00,Short,1.17878,1.0,Loss,6,
2022-12-01 16:00:00,Long,1.2289,,Loss,6,1.0
2022-12-07 16:00:00,Long,1.22058,,Win,6,1.0
2022-12-13 16:00:00,Long,1.24194,,Loss,6,1.0
2022-12-22 16:00:00,Short,1.20168,1.0,Loss,6,
2022-12-27 16:00:00,Short,1.20201,1.0,Loss,6,
2023-01-05 16:00:00,Short,1.1907,1.0,Loss,6,
2023-01-12 16:00:00,Long,1.21154,,Win,6,1.0
2023-01-18 16:00:00,Long,1.24113,,Loss,6,1.0
2023-01-23 16:00:00,Short,1.23477,1.0,Loss,6,
2023-01-24 16:00:00,Short,1.22646,1.0,Loss,6,
2023-02-02 16:00:00,Short,1.22723,1.0,Win,6,
2023-02-03 16:00:00,Short,1.21326,1.0,Win,6,
2023-02-09 16:00:00,Long,1.21752,,Loss,6,1.0
2023-02-14 16:00:00,Long,1.21847,,Loss,6,1.0
2023-02-15 16:00:00,Short,1.19906,1.0,Loss,6,
2023-02-21 16:00:00,Long,1.20733,,Win,6,1.0
2023-02-27 16:00:00,Long,1.20185,,Win,6,1.0
2023-02-28 16:00:00,Long,1.21216,,Loss,6,1.0
2023-03-01 16:00:00,Short,1.20083,1.0,Loss,6,
2023-03-10 16:00:00,Long,1.20795,,Loss,6,1.0
2023-03-15 16:00:00,Short,1.20651,1.0,Win,6,
2023-03-24 16:00:00,Short,1.221,1.0,Loss,6,
2023-04-03 16:00:00,Long,1.23634,,Win,6,1.0
2023-04-04 16:00:00,Long,1.24706,,Win,6,1.0
2023-04-14 16:00:00,Short,1.24923,1.0,Win,6,
2023-04-18 16:00:00,Long,1.24408,,Loss,6,1.0
2023-04-26 16:00:00,Long,1.24827,,Loss,6,1.0
2023-05-11 16:00:00,Short,1.25852,1.0,Win,6,
2023-05-23 16:00:00,Short,1.23833,1.0,Loss,6,
2023-05-24 16:00:00,Short,1.24019,1.0,Win,6,
2023-05-26 16:00:00,Long,1.23866,,Loss,6,1.0
2023-05-30 16:00:00,Long,1.2423,,Loss,6,1.0
2023-06-05 16:00:00,Short,1.23832,1.0,Loss,6,
2023-06-28 16:00:00,Short,1.26399,1.0,Loss,6,
2023-07-06 16:00:00,Long,1.27732,,Loss,6,1.0
2023-07-11 16:00:00,Long,1.28964,,Win,6,1.0
2023-07-13 16:00:00,Long,1.30622,,Win,6,1.0
2023-07-19 16:00:00,Short,1.29167,1.0,Loss,6,
2023-07-28 16:00:00,Long,1.28692,,Loss,6,1.0
2023-08-03 16:00:00,Short,1.26726,1.0,Loss,6,
2023-08-08 16:00:00,Short,1.26973,1.0,Loss,6,
2023-08-23 16:00:00,Short,1.26306,1.0,Loss,6,
2023-08-24 16:00:00,Short,1.26355,1.0,Win,6,
2023-09-05 16:00:00,Short,1.25753,1.0,Win,6,
2023-09-21 16:00:00,Short,1.22669,1.0,Loss,6,
2023-09-28 16:00:00,Long,1.21775,,Win,6,1.0
2023-10-04 16:00:00,Long,1.21694,,Loss,6,1.0
2023-10-24 16:00:00,Short,1.22033,1.0,Win,6,
2023-10-25 16:00:00,Short,1.21302,1.0,Win,6,
2023-11-03 16:00:00,Long,1.23418,,Win,6,1.0
2023-11-14 16:00:00,Long,1.24586,,Win,6,1.0
2023-11-16 16:00:00,Long,1.24319,,Loss,6,1.0
2023-11-30 16:00:00,Short,1.26245,1.0,Win,6,
2023-12-14 16:00:00,Long,1.27448,,Win,6,1.0
2023-12-15 16:00:00,Short,1.271,1.0,Win,6,
2023-12-19 16:00:00,Long,1.27443,,Loss,6,1.0
2023-12-28 16:00:00,Short,1.27714,1.0,Win,6,
2024-01-02 16:00:00,Short,1.26279,1.0,Win,6,
2024-01-11 16:00:00,Short,1.27243,1.0,Loss,6,
2024-01-18 16:00:00,Short,1.26718,1.0,Loss,6,
2024-01-24 16:00:00,Long,1.27437,,Loss,6,1.0
2024-01-26 16:00:00,Long,1.27427,,Loss,6,1.0
2024-02-02 16:00:00,Short,1.26616,1.0,Win,6,
2024-02-05 16:00:00,Short,1.25536,1.0,Win,6,
2024-02-08 16:00:00,Short,1.2608,1.0,Loss,6,
2024-02-13 16:00:00,Short,1.25883,1.0,Loss,6,
2024-02-20 16:00:00,Long,1.26496,,Loss,6,1.0
2024-02-22 16:00:00,Short,1.26304,1.0,Loss,6,
2024-03-08 16:00:00,Long,1.28783,,Loss,6,1.0
2024-03-21 16:00:00,Short,1.27017,1.0,Win,6,
2024-03-25 16:00:00,Long,1.26465,,Loss,6,1.0
2024-04-12 16:00:00,Short,1.24542,1.0,Win,6,
2024-04-22 16:00:00,Short,1.23111,1.0,Loss,6,
2024-04-23 16:00:00,Long,1.23913,,Win,6,1.0
2024-06-04 16:00:00,Short,1.27647,1.0,Loss,6,
2024-06-14 16:00:00,Short,1.26902,1.0,Win,6,
2024-07-12 16:00:00,Long,1.29651,,Win,6,1.0
2024-07-17 16:00:00,Long,1.3032,,Loss,6,1.0
2024-07-29 16:00:00,Short,1.28381,1.0,Loss,6,
2024-08-01 16:00:00,Short,1.28101,1.0,Win,6,
2024-08-06 16:00:00,Short,1.2679,1.0,Loss,6,
2024-09-16 16:00:00,Long,1.3198,,Win,6,1.0
2024-09-18 16:00:00,Long,1.32179,,Win,6,1.0
2024-09-19 16:00:00,Long,1.32396,,Win,6,1.0
2024-10-01 16:00:00,Short,1.33183,1.0,Win,6,
2024-10-03 16:00:00,Short,1.31133,1.0,Loss,6,
2024-10-16 16:00:00,Short,1.30149,1.0,Win,6,
2024-10-23 16:00:00,Short,1.29525,1.0,Win,6,
2024-10-24 16:00:00,Long,1.2974,,Loss,6,1.0
2024-10-31 16:00:00,Short,1.28905,1.0,Loss,6,
2024-11-01 16:00:00,Long,1.29665,,Loss,6,1.0
2024-11-22 16:00:00,Short,1.2517,1.0,Loss,6,
2024-11-27 16:00:00,Long,1.2651,,Win,6,1.0
2024-12-20 16:00:00,Long,1.25468,,Win,6,1.0
2024-12-27 16:00:00,Long,1.25699,,Win,6,1.0
2025-01-02 16:00:00,Short,1.23982,1.0,Win,6,
2025-01-06 16:00:00,Long,1.25114,,Win,6,1.0
2025-01-08 16:00:00,Short,1.23267,1.0,Loss,6,
2025-01-10 16:00:00,Short,1.22427,1.0,Win,6,
2025-01-14 16:00:00,Short,1.21558,1.0,Loss,6,
2025-01-15 16:00:00,Long,1.22669,,Loss,6,1.0
2025-01-20 16:00:00,Long,1.23064,,Win,6,1.0
2025-01-27 16:00:00,Long,1.25,,Loss,6,1.0
2025-02-03 16:00:00,Long,1.23526,,Win,6,1.0
2025-02-06 16:00:00,Short,1.2392,1.0,Loss,6,
2025-02-11 16:00:00,Long,1.24065,,Win,6,1.0
2025-02-12 16:00:00,Short,1.24038,1.0,Loss,6,
2025-02-25 16:00:00,Long,1.2662,,Win,6,1.0
2025-03-03 16:00:00,Long,1.26891,,Win,6,1.0
2025-03-17 16:00:00,Long,1.29817,,Win,6,1.0
2025-03-25 16:00:00,Long,1.29479,,Loss,6,1.0
2025-04-03 16:00:00,Long,1.31577,,Loss,6,1.0
2025-04-04 16:00:00,Short,1.30006,1.0,Win,6,
2025-04-07 16:00:00,Short,1.28368,1.0,Win,6,
2025-04-09 16:00:00,Short,1.28031,1.0,Win,6,
2025-04-10 16:00:00,Long,1.29246,,Win,6,1.0
2025-04-11 16:00:00,Long,1.31224,,Loss,6,1.0
2025-05-06 16:00:00,Long,1.33964,,Loss,6,1.0
2025-05-12 16:00:00,Short,1.31959,1.0,Win,6,
2025-05-19 16:00:00,Long,1.33711,,Loss,6,1.0
2025-06-19 16:00:00,Long,1.34407,,Win,6,1.0
2025-07-02 16:00:00,Short,1.36075,1.0,Loss,6,
2025-07-08 16:00:00,Short,1.35779,1.0,Loss,6,
2025-07-11 16:00:00,Short,1.3504,1.0,Loss,6,
2025-07-21 16:00:00,Long,1.34798,,Win,6,1.0
2025-07-25 16:00:00,Short,1.3433,1.0,Loss,6,
2025-08-13 16:00:00,Long,1.35602,,Win,6,1.0
2025-08-29 16:00:00,Short,1.346,1.0,Loss,6,
2025-09-02 16:00:00,Short,1.33513,1.0,Loss,6,
2025-09-03 16:00:00,Long,1.34246,,Win,6,1.0
2025-09-15 16:00:00,Long,1.36146,,Loss,6,1.0
2025-09-19 16:00:00,Short,1.3468,1.0,Loss,6,
2025-09-24 16:00:00,Short,1.34454,1.0,Loss,6,
2025-10-07 16:00:00,Short,1.34138,1.0,Loss,6,
2025-10-14 16:00:00,Short,1.32613,1.0,Loss,6,
2025-10-22 16:00:00,Short,1.33238,1.0,Loss,6,
2025-10-28 16:00:00,Short,1.32764,1.0,Win,6,
2025-11-04 16:00:00,Short,1.30478,1.0,Win,6,
2025-11-06 16:00:00,Long,1.30832,,Win,6,1.0
2025-11-11 16:00:00,Long,1.31803,,Loss,6,1.0
2025-11-12 16:00:00,Short,1.30987,1.0,Loss,6,
2025-12-01 16:00:00,Long,1.32497,,Loss,6,1.0
2025-12-03 16:00:00,Long,1.33128,,Win,6,1.0
2025-12-11 16:00:00,Long,1.34173,,Loss,6,1.0
2025-12-16 16:00:00,Long,1.34425,,Loss,6,1.0
2025-12-18 16:00:00,Long,1.34155,,Loss,6,1.0
2026-01-12 16:00:00,Long,1.34732,,Loss,6,1.0
2026-01-15 16:00:00,Short,1.33706,1.0,Loss,6,
2026-01-27 16:00:00,Long,1.37702,,Win,6,1.0
2026-02-27 16:00:00,Short,1.34497,1.0,Loss,6,
