Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,Tokyo_Trap_Short,Outcome,Entry,SL,TP,Tokyo_Trap_Long
2022-04-22 11:00:00,50.2,1.2907,Yes,Long,,Loss,1.2907,0,0,1.0
2022-04-25 11:00:00,25.0,1.27489,Yes,Long,,Loss,1.27489,0,0,1.0
2022-04-29 11:00:00,0.0,1.25591,Yes,Short,1.0,Loss,1.25591,0,0,
2022-05-05 11:00:00,25.0,1.25422,Yes,Long,,Loss,1.25422,0,0,1.0
2022-05-06 11:00:00,25.0,1.23127,Yes,Long,,Win,1.23127,0,0,1.0
2022-05-09 11:00:00,0.0,1.22874,Yes,Long,,Win,1.22874,0,0,1.0
2022-06-07 11:00:00,25.0,1.24802,Yes,Long,,Win,1.24802,0,0,1.0
2022-06-17 11:00:00,50.0,1.22991,Yes,Long,,Loss,1.22991,0,0,1.0
2022-09-09 11:00:00,50.0,1.16312,Yes,Short,1.0,Win,1.16312,0,0,
2022-09-26 11:00:00,0.0,1.06745,Yes,Long,,Win,1.06745,0,0,1.0
2023-01-04 10:00:00,0.0,1.20443,Yes,Short,1.0,Loss,1.20443,0,0,
2023-02-15 10:00:00,50.0,1.20996,Yes,Long,,Loss,1.20996,0,0,1.0
2023-05-05 11:00:00,54.4,1.261,Yes,Short,1.0,Loss,1.261,0,0,
2023-05-16 11:00:00,0.0,1.25138,Yes,Long,,Loss,1.25138,0,0,1.0
2023-06-13 11:00:00,44.7,1.25651,Yes,Short,1.0,Loss,1.25651,0,0,
2023-07-19 11:00:00,93.1,1.29477,Yes,Long,,Loss,1.29477,0,0,1.0
2023-09-26 11:00:00,0.0,1.21725,Yes,Long,,Loss,1.21725,0,0,1.0
2023-12-13 10:00:00,25.0,1.25318,Yes,Long,,Loss,1.25318,0,0,1.0
2023-12-20 10:00:00,52.2,1.26636,Yes,Long,,Loss,1.26636,0,0,1.0
2024-03-22 10:00:00,50.0,1.25972,Yes,Long,,Loss,1.25972,0,0,1.0
2024-04-12 11:00:00,0.0,1.25191,Yes,Long,,Loss,1.25191,0,0,1.0
2024-04-17 11:00:00,0.0,1.24547,Yes,Short,1.0,Win,1.24547,0,0,
2024-05-22 11:00:00,71.5,1.27471,Yes,Short,1.0,Win,1.27471,0,0,
2024-07-01 11:00:00,25.0,1.26633,Yes,Short,1.0,Win,1.26633,0,0,
2024-08-01 11:00:00,25.0,1.27917,Yes,Long,,Loss,1.27917,0,0,1.0
2024-08-05 11:00:00,0.0,1.2794,Yes,Long,,Loss,1.2794,0,0,1.0
2024-09-20 11:00:00,81.6,1.3312,Yes,Short,1.0,Win,1.3312,0,0,
2024-10-03 11:00:00,25.0,1.31542,Yes,Long,,Loss,1.31542,0,0,1.0
2024-10-16 11:00:00,50.0,1.30004,Yes,Long,,Loss,1.30004,0,0,1.0
2024-10-18 11:00:00,0.0,1.30519,Yes,Short,1.0,Win,1.30519,0,0,
2024-10-31 10:00:00,25.0,1.29798,Yes,Short,1.0,Win,1.29798,0,0,
2024-11-06 10:00:00,50.0,1.29189,Yes,Long,,Loss,1.29189,0,0,1.0
2024-11-07 10:00:00,25.0,1.29265,Yes,Short,1.0,Loss,1.29265,0,0,
2024-11-12 10:00:00,0.0,1.28245,Yes,Long,,Loss,1.28245,0,0,1.0
2024-12-11 10:00:00,27.5,1.27483,Yes,Long,,Win,1.27483,0,0,1.0
2024-12-13 10:00:00,37.1,1.26273,Yes,Long,,Loss,1.26273,0,0,1.0
2024-12-19 10:00:00,0.0,1.26476,Yes,Short,1.0,Win,1.26476,0,0,
2025-01-09 10:00:00,0.0,1.22874,Yes,Long,,Win,1.22874,0,0,1.0
2025-01-13 10:00:00,0.0,1.21353,Yes,Long,,Win,1.21353,0,0,1.0
2025-01-17 10:00:00,0.0,1.21896,Yes,Long,,Loss,1.21896,0,0,1.0
2025-01-21 10:00:00,25.0,1.22568,Yes,Long,,Win,1.22568,0,0,1.0
2025-02-13 10:00:00,50.4,1.24756,Yes,Short,1.0,Loss,1.24756,0,0,
2025-03-27 10:00:00,0.0,1.29232,Yes,Short,1.0,Loss,1.29232,0,0,
2025-03-31 11:00:00,25.0,1.29563,Yes,Short,1.0,Win,1.29563,0,0,
2025-04-03 11:00:00,26.8,1.31363,Yes,Short,1.0,Win,1.31363,0,0,
2025-04-04 11:00:00,68.2,1.30075,Yes,Long,,Loss,1.30075,0,0,1.0
2025-04-09 11:00:00,25.0,1.27994,Yes,Short,1.0,Win,1.27994,0,0,
2025-04-14 11:00:00,50.0,1.31657,Yes,Short,1.0,Loss,1.31657,0,0,
2025-04-21 11:00:00,95.5,1.34109,Yes,Short,1.0,Win,1.34109,0,0,
2025-05-21 11:00:00,12.9,1.34121,Yes,Short,1.0,Loss,1.34121,0,0,
2025-06-02 11:00:00,40.8,1.35478,Yes,Short,1.0,Win,1.35478,0,0,
2025-06-10 11:00:00,53.5,1.3472,Yes,Long,,Win,1.3472,0,0,1.0
2025-06-13 11:00:00,57.1,1.35591,Yes,Long,,Win,1.35591,0,0,1.0
2025-07-11 11:00:00,0.0,1.35412,Yes,Long,,Loss,1.35412,0,0,1.0
2025-10-09 11:00:00,6.1,1.33522,Yes,Long,,Loss,1.33522,0,0,1.0
2025-10-14 11:00:00,25.0,1.32567,Yes,Long,,Win,1.32567,0,0,1.0
2025-10-29 10:00:00,25.0,1.32087,Yes,Long,,Win,1.32087,0,0,1.0
2025-11-11 10:00:00,50.0,1.3123,Yes,Long,,Win,1.3123,0,0,1.0
2025-12-17 10:00:00,46.8,1.33267,Yes,Long,,Win,1.33267,0,0,1.0
2026-01-12 10:00:00,0.0,1.34568,Yes,Short,1.0,Loss,1.34568,0,0,
2026-01-20 10:00:00,0.0,1.34778,Yes,Short,1.0,Win,1.34778,0,0,
2026-02-17 10:00:00,25.0,1.35852,Yes,Long,,Loss,1.35852,0,0,1.0
